학교ID,학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자
B000002214,서울월촌초등학교,초등학교,1986-04-17,공립,본교,운영,서울특별시 양천구 목동 901-1,서울특별시 양천구 목동중앙로 132,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2020-09-22,37.54023674,126.87676780000001,2021-03-25
B000002192,서울은정초등학교,초등학교,1996-07-10,공립,본교,운영,서울특별시 양천구 신정동 276-2,서울특별시 양천구 목동남로 85,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2020-09-22,37.51125774,126.8673755,2021-03-25
B000011974,재현고등학교,고등학교,1978-03-03,사립,본교,운영,서울특별시 노원구 중계동 175,서울특별시 노원구 덕릉로82길 64,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2020-09-22,37.660214,127.07967749999999,2021-03-25
B000011345,서서울생활과학고등학교,고등학교,1972-03-31,사립,본교,운영,서울특별시 구로구 궁동 35,서울특별시 구로구 오리로 1355-10,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2020-09-22,37.50374092,126.8282007,2021-03-25
B000012025,구일고등학교,고등학교,1990-03-02,공립,본교,운영,서울특별시 구로구 구로동 685-194,서울특별시 구로구 구일로 90-51,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2020-09-22,37.49391478,126.87394520000001,2021-03-25
B000008230,서울대학교사범대학부설여자중학교,중학교,1946-09-01,국립,본교,운영,서울특별시 종로구 동숭동 199-51,서울특별시 종로구 대학로 64,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2020-09-22,37.57791267,127.00384299999999,2021-03-25
B000012065,영동고등학교,고등학교,1973-06-03,사립,본교,운영,서울특별시 강남구 청담동 23-4,서울특별시 강남구 선릉로 742,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2020-09-22,37.520626899999996,127.0419943,2021-03-25
B000002279,서울대진초등학교,초등학교,1992-10-26,공립,본교,운영,서울특별시 강남구 개포동 13,서울특별시 강남구 개포로109길 74,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2020-09-22,37.49668479,127.07804250000001,2021-03-25
B000008267,방이중학교,중학교,1985-04-12,공립,본교,운영,서울특별시 송파구 방이동 53,서울특별시 송파구 오금로11길 64,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.51451109,127.1130206,2021-03-25
B000002315,서울신길초등학교,초등학교,1964-03-12,공립,본교,운영,서울특별시 동작구 대방동 351-6,서울특별시 동작구 알마타길 16,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2020-09-22,37.51038715,126.92664479999999,2021-03-25
B000011352,영락의료과학고등학교,고등학교,1959-04-09,사립,본교,운영,서울특별시 관악구 봉천동 1558-1,서울특별시 관악구 청룡16길 25,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2020-09-22,37.47658804,126.9448543,2021-03-25
B000002139,서울가동초등학교,초등학교,1990-04-25,공립,본교,운영,서울특별시 송파구 가락동 163,서울특별시 송파구 중대로20길 47,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.49713482,127.13038759999999,2021-03-25
B000002215,서울영도초등학교,초등학교,1986-11-27,공립,본교,운영,서울특별시 양천구 목동 903-1,서울특별시 양천구 목동중앙로 70,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2020-09-22,37.53596257,126.871927,2021-03-25
B000008222,중원중학교,중학교,1991-05-06,공립,본교,운영,서울특별시 노원구 중계동 511-3,서울특별시 노원구 공릉로 420,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2020-09-22,37.64399166,127.068119,2021-03-25
B000008400,신관중학교,중학교,1984-03-01,공립,본교,운영,서울특별시 관악구 신림동 산168-10,서울특별시 관악구 신림로48길 17-16,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2020-09-22,37.47987613,126.93416640000001,2021-03-25
B000011805,수도전기공업고등학교,고등학교,1924-03-02,사립,본교,운영,서울특별시 강남구 개포동 155,서울특별시 강남구 개포로 410,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2020-09-22,37.48609632,127.0638047,2021-03-25
B000008372,휘문중학교,중학교,1906-05-01,사립,본교,운영,서울특별시 강남구 대치동 952-1,서울특별시 강남구 역삼로 541,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2020-09-22,37.50547576,127.0619841,2021-03-25
B000002048,서울연촌초등학교,초등학교,1945-11-10,공립,본교,운영,서울특별시 노원구 하계동 154-12,서울특별시 노원구 공릉로58길 36,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2020-09-22,37.63498895,127.0727394,2021-03-25
B000002025,서울신방학초등학교,초등학교,1986-04-24,공립,본교,운영,서울특별시 도봉구 방학동 310,서울특별시 도봉구 시루봉로 173,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2020-09-22,37.66559481,127.02958559999999,2021-03-25
B000002054,서울신상계초등학교,초등학교,1970-05-22,공립,본교,운영,서울특별시 노원구 상계동 86-1,서울특별시 노원구 상계로 267,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2020-09-22,37.66814915,127.07558909999999,2021-03-25
B000002217,서울우장초등학교,초등학교,1983-06-10,공립,본교,운영,서울특별시 강서구 화곡동 18-5,서울특별시 강서구 화곡로 263,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2020-09-22,37.54880324,126.84628049999999,2021-03-25
B000002253,서울교육대학교부설초등학교,초등학교,1953-04-15,국립,본교,운영,서울특별시 서초구 서초동 1650,서울특별시 서초구 서초중앙로 96,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2020-09-22,37.49087951,127.0150822,2021-03-25
B000001957,서울개웅초등학교,초등학교,1998-10-25,공립,본교,운영,서울특별시？구로구？개봉동 273-16,서울특별시 구로구 개봉로11길 98,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2021-03-23,37.48839858,126.850121,2021-03-25
B000002153,서울잠전초등학교,초등학교,1981-11-26,공립,본교,운영,서울특별시 송파구 잠실동 229,서울특별시 송파구 올림픽로12길 51,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.50678211,127.08420670000001,2021-03-25
B000008369,역삼중학교,중학교,1985-03-05,공립,본교,운영,서울특별시 강남구 역삼동 767-20,서울특별시 강남구 도곡로43길 10,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2020-09-22,37.49564471,127.04884440000001,2021-03-25
B000011304,휘경공업고등학교,고등학교,1998-07-02,공립,본교,운영,서울특별시 동대문구 휘경동 49-327,서울특별시 동대문구 겸재로 21,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2020-09-22,37.58521558,127.0700007,2021-03-25
B000002082,서울대학교사범대학부설초등학교,초등학교,1946-08-22,국립,본교,운영,서울특별시 종로구 동숭동 199-51,서울특별시 종로구 대학로 64,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2020-09-22,37.57778205,127.0029147,2021-03-25
B000002222,서울염경초등학교,초등학교,2005-10-26,공립,본교,운영,서울특별시 강서구 염창동 79,서울특별시 강서구 양천로69길 49,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2020-09-22,37.55512713,126.8711608,2021-03-25
B000001993,동광초등학교,초등학교,2001-03-05,사립,본교,운영,서울특별시 금천구 시흥동 산100-6,서울특별시 금천구 탑골로10길 45,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2020-09-22,37.45199688,126.9166976,2021-03-25
B000001927,이화여자대학교사범대학부속초등학교,초등학교,1955-04-08,사립,본교,운영,서울특별시 서대문구 대신동 20,서울특별시 서대문구 성산로 512-39,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2020-09-22,37.56099648,126.9427504,2021-03-25
B000026185,항동중학교,중학교,2020-03-01,공립,본교,운영,서울특별시 구로구 항동  22-5,서울특별시 구로구 연동로 239-2,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2021-03-23,37.48272023,126.8203665,2021-03-25
B000001961,서울개봉초등학교,초등학교,1971-09-01,공립,본교,운영,서울특별시 구로구 개봉동 266,서울특별시 구로구 개봉로16길 30-11,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2020-09-22,37.48972738,126.858306,2021-03-25
B000001946,서울염리초등학교,초등학교,1983-11-22,공립,본교,운영,서울특별시 마포구 염리동 173-4,서울특별시 마포구 토정로37길 37,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2020-09-22,37.54244648,126.945885,2021-03-25
B000008123,덕산중학교,중학교,1988-04-19,공립,본교,운영,서울특별시 은평구 신사동 265-4,서울특별시 은평구 가좌로 400,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2020-09-22,37.60184143,126.9043021,2021-03-25
B000002047,서울중계초등학교,초등학교,1975-10-02,공립,본교,운영,서울특별시 노원구 중계동 449-2,서울특별시 노원구 한글비석로19길 39,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2020-09-22,37.65751566,127.07326940000002,2021-03-25
B000008120,연신중학교,중학교,1982-01-07,공립,본교,운영,서울특별시 은평구 불광동 400-4,서울특별시 은평구 연서로33길 16-32,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2020-09-22,37.623292,126.9250764,2021-03-25
B000002016,서울윤중초등학교,초등학교,1980-04-04,공립,본교,운영,서울특별시 영등포구 여의도동 38,서울특별시 영등포구 여의나루로2길 14,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2020-09-22,37.51991462,126.92302169999999,2021-03-25
B000011349,서울여자상업고등학교,고등학교,1926-04-01,사립,본교,운영,서울특별시 관악구 봉천동 1695,서울특별시 관악구 관악로 85,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2020-09-22,37.47240474,126.9506004,2021-03-25
B000008308,신원중학교,중학교,1986-05-02,공립,본교,운영,서울특별시 양천구 신월동 43-4,서울특별시 양천구 가로공원로55길 19,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2020-09-22,37.53668316,126.82422460000001,2021-03-25
B000002266,서울방현초등학교,초등학교,1990-11-02,공립,본교,운영,서울특별시 서초구 방배동 산81-1,서울특별시 서초구 효령로4길 58,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2020-09-22,37.47648995,126.99015,2021-03-25
B000002074,서울중현초등학교,초등학교,1990-04-27,공립,본교,운영,서울특별시 노원구 하계동 272-2,서울특별시 노원구 섬밭로 181,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2020-09-22,37.6321062,127.0665372,2021-03-25
B000001987,서울금천초등학교,초등학교,1984-04-17,공립,본교,운영,서울특별시 금천구 시흥동 218-1,서울특별시 금천구 탑골로5길 60,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2020-09-22,37.45464753,126.9125446,2021-03-25
B000008092,전동중학교,중학교,1985-03-05,공립,본교,운영,서울특별시 동대문구 휘경동 49-295,서울특별시 동대문구 장안벚꽃로 291,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2020-09-22,37.58536429,127.0711298,2021-03-25
B000002204,서울강서초등학교,초등학교,1980-10-18,공립,본교,운영,서울특별시 양천구 신월동 441,서울특별시 양천구 오목로 31,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2020-09-22,37.522293,126.8405408,2021-03-25
